track_name,track_artist,valence,energy,track_album_name,track_href,track_album_release_date,track_popularity
Sorry Not Sorry,"Lil Yachty, Veeze",0.549,0.509,Sorry Not Sorry,https://api.spotify.com/v1/tracks/4lwfqyQXSDJ7kELpMErMih,2024-08-16,70
ALL RED,Playboi Carti,0.209,0.663,ALL RED,https://api.spotify.com/v1/tracks/2cZOYofOX4d6g0OXxkaIjA,2024-09-13,81
I CAN’T LET GO,"Lil Tecca, Don Toliver",0.313,0.761,PLAN A,https://api.spotify.com/v1/tracks/1Ftb0PK0Qqwax3gofiMd2X,2024-09-20,73
Chill Bae,Lil Uzi Vert,0.381,0.663,Eternal Atake 2,https://api.spotify.com/v1/tracks/4ppKM7xnkSAwSyKqD4QTY4,2024-11-01,76
2AM,BigXthaPlug,0.324,0.681,TAKE CARE,https://api.spotify.com/v1/tracks/26TX1oZbaDeKxfTYDclSAo,2024-10-11,69
It's Up (feat. Young Thug & 21 Savage),"Drake, Young Thug, 21 Savage",0.294,0.723,100 GIGS,https://api.spotify.com/v1/tracks/1qIwin7JMVuX70qN6wD8ww,2024-08-30,76
The Viper,BabyChiefDoit,0.648,0.831,The Viper,https://api.spotify.com/v1/tracks/2JapCT0xikq6Fy1PQiJz1C,2024-09-20,68
Brokey,Latto,0.467,0.525,Sugar Honey Iced Tea,https://api.spotify.com/v1/tracks/1JF8LkQWZ8grXb2emqrNKn,2024-08-09,70
25,Rod Wave,0.269,0.5,Last Lap,https://api.spotify.com/v1/tracks/0U60hgxzGit7juEuHul2y3,2024-10-11,76
Or What,"NLE Choppa, 41, Kyle Richh",0.147,0.586,Or What,https://api.spotify.com/v1/tracks/3lUYO6zvXI88sNDpyKvIJ2,2024-09-06,77
Type Shit,"Future, Metro Boomin, Travis Scott, Playboi Carti",0.112,0.552,WE DON'T TRUST YOU,https://api.spotify.com/v1/tracks/28drn6tQo95MRvO0jQEo5C,2024-03-22,84
Thought I Was Dead (feat. ScHoolboy Q & Santigold),"Tyler, The Creator, ScHoolboy Q, Santigold",0.64,0.859,CHROMAKOPIA,https://api.spotify.com/v1/tracks/2aYHxnMF2umAavtgBvmkY1,2024-10-28,85
FIELD TRIP,"¥$, Playboi Carti, Don Toliver, Kodak Black",0.458,0.685,FIELD TRIP,https://api.spotify.com/v1/tracks/3lCb7ZYE3Fvie4JOPqpXfY,2024-08-03,72
TEFLON DON,Future,0.192,0.578,MIXTAPE PLUTO,https://api.spotify.com/v1/tracks/2jnezASa7o0lP6aif6VrIf,2024-09-20,74
Circadian Rhythm,Drake,0.286,0.574,100 GIGS,https://api.spotify.com/v1/tracks/1eroCliWpJrEu1V7VSObcO,2024-08-30,79
The Largest,BigXthaPlug,0.799,0.867,The Largest,https://api.spotify.com/v1/tracks/1F5Qp0SJS0QUfqIoQggrLz,2024-08-09,68
Light Year (Practice),Lil Uzi Vert,0.427,0.692,Eternal Atake 2,https://api.spotify.com/v1/tracks/3NE6g9h77FZbQqCLzUpGRt,2024-11-01,73
Blow for Blow (feat. J. Cole),"Tee Grizzley, J. Cole",0.39,0.478,Blow for Blow (feat. J. Cole),https://api.spotify.com/v1/tracks/3rXlcLZk3MCaRPND5g9QiW,2024-09-27,69
Rah Tah Tah,"Tyler, The Creator",0.514,0.878,CHROMAKOPIA,https://api.spotify.com/v1/tracks/5RePVWy39tLpHH0WwXgBsK,2024-10-28,87
Both Ways,Juice WRLD,0.413,0.396,The Pre-Party (Extended),https://api.spotify.com/v1/tracks/2FRc9wqgIjg2E3bH13ww6U,2024-10-14,73
NISSAN ALTIMA,Doechii,0.328,0.711,Alligator Bites Never Heal,https://api.spotify.com/v1/tracks/2dKkVF2m160z0RNDN2dddc,2024-08-30,72
Tailor Swif,A$AP Rocky,0.212,0.527,Tailor Swif,https://api.spotify.com/v1/tracks/5xMjhZKSo8yh5r9b5vrYRr,2024-08-30,74
GEEK TIMË,Yeat,0.242,0.752,LYFESTYLE,https://api.spotify.com/v1/tracks/32ioWMgkyA6mFcXJMggBoz,2024-10-18,72
Many Men (Wish Death),50 Cent,0.417,0.826,Get Rich Or Die Tryin',https://api.spotify.com/v1/tracks/2I9foKseoFQh07p6sD2voE,2003-02-06,71
BAND4BAND (feat. Lil Baby),"Central Cee, Lil Baby",0.886,0.764,BAND4BAND (feat. Lil Baby),https://api.spotify.com/v1/tracks/7iabz12vAuVQYyekFIWJxD,2024-05-23,81
"Bent (with Kyle Richh, Jenn Carter & TaTa)","41, Kyle Richh, Jenn Carter, TaTa",0.253,0.632,41 World: Not The Album,https://api.spotify.com/v1/tracks/1haa8GXT0cl9wzRnpZG0YH,2023-11-17,68
Dior,Pop Smoke,0.649,0.805,Meet The Woo,https://api.spotify.com/v1/tracks/79s5XnCN4TJKTVMSmOx8Ep,2019-07-26,76
SAY MY GRACE (feat. Travis Scott),"Offset, Travis Scott",0.433,0.631,SET IT OFF,https://api.spotify.com/v1/tracks/2Gk6fi0dqt91NKvlzGsmm7,2023-10-13,70
6locc 6a6y,Lil Loaded,0.675,0.702,6locc 6a6y,https://api.spotify.com/v1/tracks/3WCXvxgQ7U3mznWsQjiEMu,2019-12-06,69
All My Life (feat. J. Cole),"Lil Durk, J. Cole",0.733,0.57,All My Life (feat. J. Cole),https://api.spotify.com/v1/tracks/6HgWWaMu31KdOpEG5l28BG,2023-05-12,69
Superhero (Heroes & Villains) [with Future & Chris Brown],"Metro Boomin, Future, Chris Brown",0.533,0.583,HEROES & VILLAINS,https://api.spotify.com/v1/tracks/0vjeOZ3Ft5jvAi9SBFJm1j,2022-12-02,79
Took Her To The O,King Von,0.4,0.592,Levon James,https://api.spotify.com/v1/tracks/7fEoXCZTZFosUFvFQg1BmW,2020-03-06,78
Loading,Central Cee,0.694,0.68,Wild West,https://api.spotify.com/v1/tracks/4vzJrkfHbCGaodPA5RY5BV,2021-03-12,70
née-nah,"21 Savage, Travis Scott, Metro Boomin",0.331,0.758,american dream,https://api.spotify.com/v1/tracks/2yUzr8Sr6ldG8vmHhZwTnz,2024-01-12,73
Love Sosa,Chief Keef,0.211,0.413,Finally Rich,https://api.spotify.com/v1/tracks/01Lr5YepbgjXAWR9iOEyH1,2012-01-01,77
Drankin N Smokin,"Future, Lil Uzi Vert",0.387,0.658,Pluto x Baby Pluto,https://api.spotify.com/v1/tracks/0k7wmahjkn389wAZdz19Cv,2020-11-13,70
Invincible,Pop Smoke,0.612,0.732,Meet The Woo 2,https://api.spotify.com/v1/tracks/792HwhrdO3ErRKL5yRe4Ge,2020-02-07,71
GATTI,"JACKBOYS, Pop Smoke, Travis Scott",0.472,0.676,JACKBOYS,https://api.spotify.com/v1/tracks/40mjsnRjCpycdUw3xhS20g,2019-12-27,69
The Woo (feat. 50 Cent & Roddy Ricch),"Pop Smoke, 50 Cent, Roddy Ricch",0.286,0.618,Shoot For The Stars Aim For The Moon,https://api.spotify.com/v1/tracks/1H7KnK26kc1YyellpbINEn,2020-07-03,68
Neva Cared,Polo G,0.346,0.35,Neva Cared,https://api.spotify.com/v1/tracks/3UnYMo1aeD0o8VtHy3R8cs,2018-03-11,68
Mr. Glock,Key Glock,0.745,0.946,Yellow Tape,https://api.spotify.com/v1/tracks/1ipSpQfzBbhPFhYm6tfVIz,2020-01-31,70
Runnin,"21 Savage, Metro Boomin",0.415,0.626,SAVAGE MODE II,https://api.spotify.com/v1/tracks/5SWnsxjhdcEDc7LJjq9UHk,2020-10-02,78
Armed & Dangerous,King Von,0.232,0.592,Welcome to O'Block,https://api.spotify.com/v1/tracks/2297mxrYLBAC4XkhXs39If,2020-10-30,72
Coffin,Lil Yachty,0.606,0.547,Lil Boat 3.5,https://api.spotify.com/v1/tracks/5vDNippoMr52KpXBO9b9KQ,2020-11-27,70
Ready (feat. Gunna),"Lil Baby, Gunna",0.128,0.395,Street Gossip,https://api.spotify.com/v1/tracks/4F6yN5FsFW10Ucx7cLCzBh,2018-11-30,69
Russian Cream,Key Glock,0.549,0.774,Glock Bond,https://api.spotify.com/v1/tracks/03ThZweiBWFP8tOGsk6QMO,2018-02-02,69
Wants and Needs (feat. Lil Baby),"Drake, Lil Baby",0.1,0.449,Scary Hours 2,https://api.spotify.com/v1/tracks/65OVbaJR5O1RmwOQx0875b,2021-03-05,73
Jimmy Cooks (feat. 21 Savage),"Drake, 21 Savage",0.366,0.673,"Honestly, Nevermind",https://api.spotify.com/v1/tracks/3F5CgOj3wFlRv51JsHbxhe,2022-06-17,80
"Crazy Story, Pt. 3",King Von,0.41,0.73,"Grandson, Vol. 1",https://api.spotify.com/v1/tracks/23TwR29GSeJBfXnXhmDlwR,2019-09-20,75
Pure Cocaine,Lil Baby,0.108,0.487,Street Gossip,https://api.spotify.com/v1/tracks/577YBGuskWkVDCxZrLRB4v,2018-11-30,77
Ambition For Cash,Key Glock,0.576,0.732,Yellow Tape 2,https://api.spotify.com/v1/tracks/4mIHgQ3ofK2RK34UdbqMbe,2021-11-05,73
family ties (with Kendrick Lamar),"Baby Keem, Kendrick Lamar",0.144,0.611,The Melodic Blue,https://api.spotify.com/v1/tracks/3QFInJAm9eyaho5vBzxInN,2021-09-10,79
Glock In My Lap,"21 Savage, Metro Boomin",0.202,0.733,SAVAGE MODE II,https://api.spotify.com/v1/tracks/6pcywuOeGGWeOQzdUyti6k,2020-10-02,80
3 Headed Goat (feat. Lil Baby & Polo G),"Lil Durk, Lil Baby, Polo G",0.419,0.48,Just Cause Y'all Waited 2,https://api.spotify.com/v1/tracks/6Tguhaf2uAe6OjRLsR2Tql,2020-05-08,68
Run It Up (feat. Offset & Moneybagg Yo),"Lil Tjay, Offset, Moneybagg Yo",0.671,0.575,Destined 2 Win,https://api.spotify.com/v1/tracks/1dg3qy5DjoJodawfOCgrTP,2021-04-02,71
EVERY CHANCE I GET (feat. Lil Baby & Lil Durk),"DJ Khaled, Lil Baby, Lil Durk",0.227,0.727,KHALED KHALED,https://api.spotify.com/v1/tracks/1EJIcDYXwSqipW5dFe4uJz,2021-04-30,70
Sticky,Drake,0.0774,0.495,"Honestly, Nevermind",https://api.spotify.com/v1/tracks/4rmVZajAF7PkrCagGPHbqa,2022-06-17,68
Mask Off,Future,0.281,0.434,FUTURE,https://api.spotify.com/v1/tracks/0VgkVdmE4gld66l8iyGjgx,2017-06-30,81
On Me,Lil Baby,0.483,0.564,On Me,https://api.spotify.com/v1/tracks/4Iedi94TIaB2GGb1nMB68v,2020-12-04,70
N95,Kendrick Lamar,0.408,0.67,Mr. Morale & The Big Steppers,https://api.spotify.com/v1/tracks/0fX4oNGBWO3dSGUZcVdVV2,2022-05-13,75
Rich Nigga Shit (feat. Young Thug),"21 Savage, Metro Boomin, Young Thug",0.62,0.733,SAVAGE MODE II,https://api.spotify.com/v1/tracks/3ruoIF2UnoXdzK8mR61ebq,2020-10-02,75
Surround Sound (feat. 21 Savage & Baby Tate),"JID, 21 Savage, Baby Tate",0.526,0.567,The Forever Story (Extended Version),https://api.spotify.com/v1/tracks/1udwFobQ1JoOdWPQrp2b6u,2022-10-31,78
Imagina esse Cenário,"Matuê, Veigh",0.463,0.665,333,https://api.spotify.com/v1/tracks/2fjqfFUq64thFsqfKN01kS,2024-09-09,75
Yes Indeed,"Lil Baby, Drake",0.562,0.346,Harder Than Ever,https://api.spotify.com/v1/tracks/6vN77lE9LK6HP2DewaN6HZ,2018-05-18,75
Wake Up & Bake Up,"Duki, Wiz Khalifa, Arcángel",0.17,0.577,AMERI,https://api.spotify.com/v1/tracks/7MBHncxZXB7fzf5cAx8C05,2024-10-31,72
M4,"Teto, Matuê",0.723,0.59,M4,https://api.spotify.com/v1/tracks/07AQkmp456NpEnT8HR7WLy,2021-01-20,68
Diablita (feat. Anuel AA & Baby Rasta),"Trap Capos, Noriel, Anuel AA, Baby Rasta",0.126,0.631,Trap Capos: Season 1,https://api.spotify.com/v1/tracks/62NeZ2Vtrz5HgtQibleMNs,2016-10-07,70
Tessera sanitaria (feat. Nerissima Serpe & Papa V),"Night Skinny, Nerissima Serpe, Papa V",0.768,0.822,Containers,https://api.spotify.com/v1/tracks/5JgTIfS7FfSE9tuebzX8HC,2024-10-10,69
Bad and Boujee (feat. Lil Uzi Vert),"Migos, Lil Uzi Vert",0.168,0.666,Culture,https://api.spotify.com/v1/tracks/0M9ydKzuF3oZTfYYPfaGX1,2017-01-27,70
That Go! (feat. T-Shyne),"Young Stoner Life, Young Thug, Meek Mill, T-Shyne",0.189,0.575,Slime Language 2,https://api.spotify.com/v1/tracks/6rUmUJ2drFemHTH73bFAKQ,2021-04-16,72
Me Acostumbre (feat. Bad Bunny),"Arcángel, Bad Bunny",0.568,0.586,Me Acostumbre (feat. Bad Bunny),https://api.spotify.com/v1/tracks/2FIm6YsSGL5acOqSuJDh5s,2017-04-11,68
Like That,"Future, Metro Boomin, Kendrick Lamar",0.312,0.676,WE DON'T TRUST YOU,https://api.spotify.com/v1/tracks/2tudvzsrR56uom6smgOcSf,2024-03-22,83
Castlevania,Matuê,0.23,0.928,333,https://api.spotify.com/v1/tracks/3Kh5a6vXMiJtC35jMEfmyy,2024-09-09,70
We Paid (feat. 42 Dugg),"Lil Baby, 42 Dugg",0.564,0.542,My Turn (Deluxe),https://api.spotify.com/v1/tracks/6gxKUmycQX7uyMwJcweFjp,2020-05-01,70
Brindis,"Duki, Headie One",0.616,0.637,AMERI,https://api.spotify.com/v1/tracks/1Bb422wJR14f7sA77gGs0V,2024-10-31,73
Pa Ti,"Bad Bunny, Bryant Myers",0.557,0.718,Pa Ti,https://api.spotify.com/v1/tracks/2QrGCbW0ylj94JfkgLZFlA,2017-01-02,72
Amigos y Enemigos (feat. Bad Bunny & Almighty) - Remix,"Trap Capos, Noriel, Bad Bunny, Almighty",0.497,0.748,Amigos y Enemigos (Remix),https://api.spotify.com/v1/tracks/2sA4woGW5KgEgGXXxOKPAZ,2017-02-06,70
Tu Me Enamoraste - Remix,"Lary Over, Anuel, Bryant Myers, Almighty, Brytiago",0.349,0.536,Tu Me Enamoraste (Remix),https://api.spotify.com/v1/tracks/7b6QP0Pz2sqyW7yyXodpm6,2016-04-02,69
Nena Maldición (feat. Lenny Tavárez),"Paulo Londra, Lenny Tavárez",0.367,0.531,Homerun,https://api.spotify.com/v1/tracks/77dMSg2VHi2wwXjXNrmcrZ,2019-05-23,73
PUFFIN ON ZOOTIEZ,Future,0.284,0.657,I NEVER LIKED YOU,https://api.spotify.com/v1/tracks/1qMMYpVatbRITKCfq1gasi,2022-04-29,77
1993,Matuê,0.582,0.88,333,https://api.spotify.com/v1/tracks/6QsHhB0W9GtLF3cI7mUVkQ,2024-09-09,73
Going Bad (feat. Drake),"Meek Mill, Drake",0.544,0.496,Championships,https://api.spotify.com/v1/tracks/2IRZnDFmlqMuOrYOLnZZyc,2018-11-30,74
Un Día Más,"Duki, YSY A",0.634,0.708,AMERI,https://api.spotify.com/v1/tracks/2m3v40xGeLVqnQvAwx5rdi,2024-10-31,71
De las 2 (feat. Bad Bunny & Arcángel),"Trap Capos, Noriel, Bad Bunny, Arcángel",0.406,0.696,Trap Capos II,https://api.spotify.com/v1/tracks/4DS7HoqrKq1dDjeYOKBlu9,2018-04-13,69
Un Ratito Mas,"Bryant Myers, Bad Bunny",0.209,0.629,Un Ratito Mas,https://api.spotify.com/v1/tracks/2SzgK8i6si6ETtu57nTdSn,2017-06-05,68
CANZONE D'ODIO (feat. Lil Baby),"Lazza, Lil Baby",0.403,0.735,LOCURA,https://api.spotify.com/v1/tracks/4CNfC20TImtjdwN3dG0uCF,2024-09-19,73
Deus Perdoa,"Filipe Ret, Dallass, Hunter",0.316,0.671,Deus Perdoa,https://api.spotify.com/v1/tracks/4tuFNhM69UakXdPg4RrNvp,2023-03-21,68
Solo,Future,0.0894,0.486,HNDRXX,https://api.spotify.com/v1/tracks/4lH6nENd1y81jp7Yt9lTBX,2017-07-27,80
Cómo Le Digo,"KHEA, Omar Varela, Asan",0.19,0.385,Cómo Le Digo,https://api.spotify.com/v1/tracks/0K0soSt52EhMS9FohRObdK,2018-04-10,68
Maturidade,"KayBlack, Wall Hein, AMUSIK",0.503,0.411,Maturidade,https://api.spotify.com/v1/tracks/5RHOhXxMVhpEaBcG6hIydA,2022-09-08,70
Problemas de um Milionário,"WIU, Teto",0.747,0.484,Problemas de um Milionário,https://api.spotify.com/v1/tracks/0VybBobSYSzliyEJ1VqwGR,2024-04-10,70
BOOKER T,Bad Bunny,0.691,0.6,EL ÚLTIMO TOUR DEL MUNDO,https://api.spotify.com/v1/tracks/26w9NTiE9NGjW1ZvIOd1So,2020-11-27,72
SICKO MODE,Travis Scott,0.446,0.73,ASTROWORLD,https://api.spotify.com/v1/tracks/2xLMifQCjDGFmkHkpNLD9h,2018-08-03,81
Too Many Nights (feat. Don Toliver & with Future),"Metro Boomin, Future, Don Toliver",0.145,0.668,HEROES & VILLAINS,https://api.spotify.com/v1/tracks/2Hh3ETdQKrmSI3QS0hme7g,2022-12-02,82
Me Ama Me Odia,"Revol, Ozuna, Cosculluela, Arcángel, Brytiago",0.429,0.603,Me Ama Me Odia,https://api.spotify.com/v1/tracks/6TZXBJLTIOX6DM6hwCsKw2,2016-09-01,71
Hm Hm hm,Youka,0.882,0.637,VENIN,https://api.spotify.com/v1/tracks/1FEh2VLXCzHr4DhMLufrs5,2024-07-05,68
Kese (Dance),Wizkid,0.927,0.874,Kese (Dance),https://api.spotify.com/v1/tracks/27durTCg4qj3qAbKsSVNX4,2024-11-15,75
Awuke,"Davido, YG Marley",0.903,0.792,Awuke,https://api.spotify.com/v1/tracks/6e0YUaVAfDxUabmybOjguy,2024-10-31,76
Favourite Girl (with Rema),"Darkoo, Rema",0.823,0.812,Favourite Girl (with Rema),https://api.spotify.com/v1/tracks/2irQkcW7o3v0tZoGZrtUsO,2024-08-08,68
Piece of My Heart (feat. Brent Faiyaz),"Wizkid, Brent Faiyaz",0.746,0.648,Piece of My Heart (feat. Brent Faiyaz),https://api.spotify.com/v1/tracks/2nYeyMeqYDiFSYYtl2BWD6,2024-10-18,77
PUSH 2 START,Tyla,0.758,0.814,TYLA +,https://api.spotify.com/v1/tracks/1Cbl3Yq8rHo7hhDQmLQagU,2024-10-11,78
Fi Kan We Kan,"Bnxn, Rema",0.623,0.683,Fi Kan We Kan,https://api.spotify.com/v1/tracks/771KDfpsOtJPQmocQpMdkR,2024-10-15,71
MMS,"Asake, Wizkid",0.645,0.634,Lungu Boy,https://api.spotify.com/v1/tracks/13VXuHw3O8Yt7VwRIDqSo4,2024-08-08,72
Después De La 1,"Cris Mj, FloyyMenor, LOUKI",0.528,0.581,MJ,https://api.spotify.com/v1/tracks/6PhRhocBXP4y7NpciGmzra,2024-09-12,86
Imagínate,"Danny Ocean, Kapo",0.445,0.737,Imagínate,https://api.spotify.com/v1/tracks/4zbEItKoaRId1vRZkoO0Uh,2024-11-07,76
Kamikaze (feat. Victor Mendivil),"Natanael Cano, Uriel Gaxiola, Ganggy, Victor Mendivil",0.307,0.662,Kamikaze (feat. Victor Mendivil),https://api.spotify.com/v1/tracks/6fKvGaO8Dfntvx4thaXtak,2024-11-14,72
NEL,Fuerza Regida,0.356,0.482,PERO NO TE ENAMORES,https://api.spotify.com/v1/tracks/5AH31dDNgxCMGDdxubNNn4,2024-07-25,88
DEPORTIVO,"Blessd, Anuel AA",0.782,0.762,DEPORTIVO,https://api.spotify.com/v1/tracks/0fKK51bU6lcCCwdNnv64t3,2024-11-14,72
SEXO ES LA MODA,"Maria Becerra, Yandel",0.564,0.718,SEXO ES LA MODA,https://api.spotify.com/v1/tracks/4U80gkwi6Qk0fBRcDuzn3E,2024-10-31,74
Khé?,"Rauw Alejandro, Romeo Santos",0.47,0.627,Cosa Nuestra,https://api.spotify.com/v1/tracks/1YYfyJ2yCvGFCxwjsIqEK9,2024-11-15,78
Ferxxoko,"Joyce Santana, Feid",0.826,0.483,Ferxxoko,https://api.spotify.com/v1/tracks/12VjaTNEaCfDlvW1XPZTQ9,2024-10-31,72
Nueva Era,"Duki, Myke Towers",0.681,0.724,AMERI,https://api.spotify.com/v1/tracks/03IpZ9yqJlo3EIgDQUgBSF,2024-10-31,82
PELIGROSA,FloyyMenor,0.838,0.442,PELIGROSA,https://api.spotify.com/v1/tracks/5PCGEfALcpGtURIuTqvX0R,2024-07-12,81
Morena Canela,Chino Pacas,0.465,0.614,Que Sigan Llegando Las Pacas (Extended),https://api.spotify.com/v1/tracks/0NsGFMIo2aNbAkJu48ndaf,2024-10-18,79
DURO,Quevedo,0.701,0.719,DURO,https://api.spotify.com/v1/tracks/1kyLInQ2qgYbK4wZxllfV2,2024-10-31,76
PIÉNSALO,Junior H,0.359,0.536,$AD BOYZ 4 LIFE II,https://api.spotify.com/v1/tracks/4ZOkfHC38nxSeSqzGE5HFr,2023-10-05,84
EN MI MUNDO,"Jasiel Nuñez, Peso Pluma",0.672,0.594,LA ODISEA,https://api.spotify.com/v1/tracks/0lQogzZgV4XwuUTasz3nPL,2024-11-07,75
Soltera,Shakira,0.67,0.752,Soltera,https://api.spotify.com/v1/tracks/3OJDtCdYs8QJnui708tEU3,2024-09-25,86
DEGENERE 👑 (feat. benny blanco),"Myke Towers, benny blanco",0.712,0.709,DEGENERE 👑 (feat. benny blanco),https://api.spotify.com/v1/tracks/4xISUrw0t2elabEhKrtAJ0,2024-10-16,79
SE ME OLVIDA,"Maisak, Feid",0.691,0.707,SE ME OLVIDA,https://api.spotify.com/v1/tracks/2gmd7lY3QSzLh0xIY4cRvi,2024-08-23,84
Hecha Pa' Mí,Grupo Frontera,0.716,0.832,Hecha Pa' Mí,https://api.spotify.com/v1/tracks/1uGUbgZuO1kD1JZ0UeFupN,2024-10-03,82
SE TE NOTA (feat. Peso Pluma),"Myke Towers, Peso Pluma",0.25,0.616,LA PANTERA NEGRA,https://api.spotify.com/v1/tracks/1iIrqtbY2aogEHhQkmrV7w,2024-08-22,72
EL LOKERON,Tito Double P,0.936,0.689,INCÓMODO,https://api.spotify.com/v1/tracks/6X6m4xmdFcz31p1h7Qg68c,2024-08-22,89
Ese Vato No Te Queda,"Carin Leon, Gabito Ballesteros",0.618,0.74,Ese Vato No Te Queda,https://api.spotify.com/v1/tracks/4Ndjd6DhKIC5IPoBIrMQuX,2024-10-24,75
Cholo 7,"Fuerza Regida, Luis R Conriquez",0.713,0.856,Cholo 7,https://api.spotify.com/v1/tracks/06ONHS2cu9I7fvzTz3NQvq,2024-10-31,75
KINTSUGI,HUMBE,0.301,0.464,KINTSUGI,https://api.spotify.com/v1/tracks/1qbql17v0Hazo94o5RUyWQ,2024-09-26,80
UWAIE,Kapo,0.454,0.783,UWAIE,https://api.spotify.com/v1/tracks/5QjmUqgpPQgXgg4606DqZF,2024-08-15,86
IA,"Clarent, Mora",0.289,0.631,IA,https://api.spotify.com/v1/tracks/7lcbpfihslisNObKdHjyLo,2024-10-17,80
Siento que merezco más,LATIN MAFIA,0.512,0.445,TODOS LOS DÍAS TODO EL DÍA,https://api.spotify.com/v1/tracks/4Z6pPinNzkGtbgAlE88263,2024-10-24,73
AY MAMÁ,"Tito Double P, Grupo Frontera",0.729,0.764,INCÓMODO,https://api.spotify.com/v1/tracks/2lAUq68F2bt7Kc218n9FPp,2024-08-22,85
En Otra Vida,"Yami Safdie, Lasso",0.483,0.162,En Otra Vida,https://api.spotify.com/v1/tracks/0EhmTBq33eARyOz3SIi4P2,2024-10-10,79
No Son Doritos,"Clave Especial, Luis R Conriquez",0.92,0.834,No Son Doritos,https://api.spotify.com/v1/tracks/2ss1LK5Kfnjo5EUaCbsgZM,2024-08-23,81
Frente al Mar,Beéle,0.618,0.682,Frente al Mar,https://api.spotify.com/v1/tracks/60u6hcpH5Qm1M3xESdNBrB,2024-09-26,79
Soltera - W Sound 01,"W Sound, Blessd, Ovy On The Drums",0.88,0.578,Soltera (W Sound 01),https://api.spotify.com/v1/tracks/13BDiikG6y5o5cQTK0HpW6,2024-08-06,82
DOS DÍAS,"Tito Double P, Peso Pluma",0.929,0.513,INCÓMODO,https://api.spotify.com/v1/tracks/5lKFO0PrOC9jmOlPEdjHsL,2024-08-22,88
NO PIERDO LA VIDA,"Calle 24, Chuyin",0.793,0.824,NO PIERDO LA VIDA,https://api.spotify.com/v1/tracks/44zZM2dn9AcOUt5XKUMNJ3,2024-09-06,77
Como Pacman,"Alemán, Gera MX",0.9,0.787,Como Pacman,https://api.spotify.com/v1/tracks/2TV1EuYnG5XqEyQSd1EB9X,2024-10-31,68
Rey Sin Reina,Julión Álvarez y su Norteño Banda,0.659,0.356,Atento Aviso ... Rey Sin Reina,https://api.spotify.com/v1/tracks/0BiDnJFB3TlRB6aji7jUz3,2024-09-05,85
JACKPOT,"Belinda, Kenia OS",0.594,0.806,JACKPOT,https://api.spotify.com/v1/tracks/23W44WWCP8SibyP292TWo5,2024-10-24,73
noviogangsta <3,Emilia,0.94,0.872,noviogangsta <3,https://api.spotify.com/v1/tracks/7yrTny7FLWLbfIzsxoicWj,2024-10-12,77
Bandoleros,"Don Omar, Tego Calderón",0.79,0.896,The Fast And The Furious: Tokyo Drift (Original Motion Picture Soundtrack),https://api.spotify.com/v1/tracks/4BxzNZpcm1j3JczZzGNe2k,2006-06-20,68
Rucón,Alemán,0.579,0.59,Eclipse,https://api.spotify.com/v1/tracks/78M7CiqTpJYoPQKkwjM48Z,2018-05-16,69
"Raataan Lambiyan (From ""Shershaah"")","Tanishk Bagchi, Jubin Nautiyal, Asees Kaur",0.512,0.63,"Raataan Lambiyan (From ""Shershaah"")",https://api.spotify.com/v1/tracks/2rOnSn2piaqLAlYjtfUBlY,2021-07-30,70
"Ranjha (From ""Shershaah"")","Jasleen Royal, B Praak, Romy, Anvita Dutt",0.236,0.573,"Ranjha (From ""Shershaah"")",https://api.spotify.com/v1/tracks/72zHuDxFQTjbL51qJQSA7j,2021-08-05,68
Shayad,"Pritam, Arijit Singh",0.319,0.468,Love Aaj Kal (Original Motion Picture Soundtrack),https://api.spotify.com/v1/tracks/1smFN2CLqGROu0J0UyvDfL,2020-02-14,73
Agar Tum Saath Ho,"Alka Yagnik, Arijit Singh",0.415,0.519,Tamasha,https://api.spotify.com/v1/tracks/3hkC9EHFZNQPXrtl8WPHnX,2015-10-16,70
Khairiyat,"Pritam, Arijit Singh",0.293,0.481,Chhichhore,https://api.spotify.com/v1/tracks/5O932cZmzOZGOGZz9RHx20,2019-08-31,71
505,Arctic Monkeys,0.248,0.866,Favourite Worst Nightmare,https://api.spotify.com/v1/tracks/0BxE4FqsDD1Ot4YuBXwAPp,2007-04-22,84
Heads Will Roll,Yeah Yeah Yeahs,0.791,0.903,It's Blitz!,https://api.spotify.com/v1/tracks/2WRFD9WczJ975X2K1Y9YVs,2009-01-01,68
Instant Crush (feat. Julian Casablancas),"Daft Punk, Julian Casablancas",0.518,0.585,Random Access Memories,https://api.spotify.com/v1/tracks/2cGxRwrMyEAp8dEbuZaVv6,2013-05-20,74
Are You Gonna Be My Girl,Jet,0.603,0.957,Get Born,https://api.spotify.com/v1/tracks/305WCRhhS10XUcH6AEwZk6,2003,72
Time to Pretend,MGMT,0.421,0.94,Oracular Spectacular,https://api.spotify.com/v1/tracks/4iG2gAwKXsOcijVaVXzRPW,2007-12-14,73
Feel It Still,Portugal. The Man,0.754,0.795,Woodstock,https://api.spotify.com/v1/tracks/6QgjcU0zLnzq5OrUoSZ3OK,2017-06-16,81
misses,Dominic Fike,0.586,0.509,14 minutes,https://api.spotify.com/v1/tracks/6WTFHKrnZpwEBLRS10Ylqs,2024-05-03,80
Too Sweet,Hozier,0.934,0.62,Unheard,https://api.spotify.com/v1/tracks/3HMY0r2BAdpasXMY8rseR0,2024-03-22,79
